method,from_iteration,to_iteration,error_before,error_after,log10_error_before,log10_error_after,absolute_gain,relative_gain,log10_gain
CPG,14,15,2.378696827815872803e+07,2.314638724508606642e+07,7.376339093404691738e+00,7.364483214707569836e+00,6.405810330726616085e+05,2.692991496780382937e-02,1.185587869712190212e-02
CPG,15,16,2.314638724508606642e+07,2.238206819339402765e+07,7.364483214707569836e+00,7.349900214608702242e+00,7.643190516920387745e+05,3.302109498121795494e-02,1.458300009886759341e-02
CPG,16,17,2.238206819339402765e+07,2.079086158115830272e+07,7.349900214608702242e+00,7.317872487031785944e+00,1.591206612235724926e+06,7.109292128353728035e-02,3.202772757691629835e-02
CPG,17,18,2.079086158115830272e+07,2.023803765136408806e+07,7.317872487031785944e+00,7.306168399546185022e+00,5.528239297942146659e+05,2.658975567877431417e-02,1.170408748560092249e-02
CPG,18,19,2.023803765136408806e+07,1.557056181901981868e+07,7.306168399546185022e+00,7.192304283120345865e+00,4.667475832344269380e+06,2.306288738438863062e-01,1.138641164258391569e-01
CPG,19,20,1.557056181901981868e+07,1.307541082033032179e+07,7.192304283120345865e+00,7.116455342984789212e+00,2.495150998689496890e+06,1.602479748445306273e-01,7.584894013555665282e-02
CPG,20,21,1.307541082033032179e+07,1.235188246571318619e+07,7.116455342984789212e+00,7.091733150483965353e+00,7.235283546171355993e+05,5.533503800065359829e-02,2.472219250082385855e-02
CPG,21,22,1.235188246571318619e+07,1.230975138892018050e+07,7.091733150483965353e+00,7.090249281890666389e+00,4.213107679300568998e+04,3.410903310483620436e-03,1.483868593298964811e-03
CPG,22,23,1.230975138892018050e+07,1.190454993619256094e+07,7.090249281890666389e+00,7.075712981099754550e+00,4.052014527276195586e+05,3.291711098993722884e-02,1.453630079091183802e-02
CPG,23,24,1.190454993619256094e+07,1.108905916556917317e+07,7.075712981099754550e+00,7.044894700654597663e+00,8.154907706233877689e+05,6.850244444303676961e-02,3.081828044515688703e-02
CPG,24,25,1.108905916556917317e+07,1.104592426456299797e+07,7.044894700654597663e+00,7.043202061194816288e+00,4.313490100617520511e+04,3.889861201219517711e-03,1.692639459781375422e-03
CPG,25,26,1.104592426456299797e+07,9.284991309518363327e+06,7.043202061194816288e+00,6.967781501588993898e+00,1.760932955044634640e+06,1.594192493872128857e-01,7.542055960582239038e-02
CPG,26,27,9.284991309518363327e+06,8.780317491030935198e+06,6.967781501588993898e+00,6.943510220018841217e+00,5.046738184874281287e+05,5.435372006972905706e-02,2.427128157015268073e-02
CPG,27,28,8.780317491030935198e+06,8.694307396401926875e+06,6.943510220018841217e+00,6.939234991065429625e+00,8.601009462900832295e+04,9.795784117928234974e-03,4.275228953411591704e-03
CPG,28,29,8.694307396401926875e+06,8.510032467270344496e+06,6.939234991065429625e+00,6.929931216997567311e+00,1.842749291315823793e+05,2.119489462816131348e-02,9.303774067862313757e-03
CPG,29,30,8.510032467270344496e+06,7.664211188052233309e+06,6.929931216997567311e+00,6.884467463260214970e+00,8.458212792181111872e+05,9.939107547135064835e-02,4.546375373735234149e-02
