method,from_iteration,to_iteration,error_before,error_after,log10_error_before,log10_error_after,absolute_gain,relative_gain,log10_gain
CPG,29,30,1.910544925334037997e-02,1.910544925334037997e-02,-1.718842745677600092e+00,-1.718842745677600092e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,1,2,3.859005767099642215e-02,2.260909257029105821e-02,-1.413524572395776335e+00,-1.645716867978556985e+00,1.598096510070536394e-02,4.141213065021243644e-01,2.321922955827806501e-01
Angular Defect Greedy,2,3,2.260909257029105821e-02,2.260909257029105821e-02,-1.645716867978556985e+00,-1.645716867978556985e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,3,4,2.260909257029105821e-02,2.260909257029105821e-02,-1.645716867978556985e+00,-1.645716867978556985e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,4,5,2.260909257029105821e-02,2.260909257029105821e-02,-1.645716867978556985e+00,-1.645716867978556985e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,5,6,2.260909257029105821e-02,2.260909257029105821e-02,-1.645716867978556985e+00,-1.645716867978556985e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,6,7,2.260909257029105821e-02,2.260485228340971403e-02,-1.645716867978556985e+00,-1.645798326617285090e+00,4.240286881344174086e-06,1.875478579319907072e-04,8.145863872810465978e-05
Angular Defect Greedy,7,8,2.260485228340971403e-02,2.260485228340971403e-02,-1.645798326617285090e+00,-1.645798326617285090e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,8,9,2.260485228340971403e-02,2.260485228340971403e-02,-1.645798326617285090e+00,-1.645798326617285090e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,9,10,2.260485228340971403e-02,2.022811492451572282e-02,-1.645798326617285090e+00,-1.694044587621002407e+00,2.376737358893991209e-03,1.051427954093882844e-01,4.824626100371731674e-02
Angular Defect Greedy,10,11,2.022811492451572282e-02,2.022811492451572282e-02,-1.694044587621002407e+00,-1.694044587621002407e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,11,12,2.022811492451572282e-02,2.022811492451572282e-02,-1.694044587621002407e+00,-1.694044587621002407e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,12,13,2.022811492451572282e-02,2.022811492451572282e-02,-1.694044587621002407e+00,-1.694044587621002407e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,13,14,2.022811492451572282e-02,1.910544925334037997e-02,-1.694044587621002407e+00,-1.718842745677600092e+00,1.122665671175342855e-03,5.550026165882189499e-02,2.479815805659768557e-02
Angular Defect Greedy,14,15,1.910544925334037997e-02,1.910544925334037997e-02,-1.718842745677600092e+00,-1.718842745677600092e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,15,16,1.910544925334037997e-02,1.910544925334037997e-02,-1.718842745677600092e+00,-1.718842745677600092e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,16,17,1.910544925334037997e-02,1.910544925334037997e-02,-1.718842745677600092e+00,-1.718842745677600092e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,17,18,1.910544925334037997e-02,1.910544925334037997e-02,-1.718842745677600092e+00,-1.718842745677600092e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,18,19,1.910544925334037997e-02,1.910544925334037997e-02,-1.718842745677600092e+00,-1.718842745677600092e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,19,20,1.910544925334037997e-02,1.910544925334037997e-02,-1.718842745677600092e+00,-1.718842745677600092e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,20,21,1.910544925334037997e-02,1.910544925334037997e-02,-1.718842745677600092e+00,-1.718842745677600092e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,21,22,1.910544925334037997e-02,1.910544925334037997e-02,-1.718842745677600092e+00,-1.718842745677600092e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,22,23,1.910544925334037997e-02,1.910544925334037997e-02,-1.718842745677600092e+00,-1.718842745677600092e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,23,24,1.910544925334037997e-02,1.910544925334037997e-02,-1.718842745677600092e+00,-1.718842745677600092e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,24,25,1.910544925334037997e-02,1.910544925334037997e-02,-1.718842745677600092e+00,-1.718842745677600092e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,25,26,1.910544925334037997e-02,1.910544925334037997e-02,-1.718842745677600092e+00,-1.718842745677600092e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,26,27,1.910544925334037997e-02,1.910544925334037997e-02,-1.718842745677600092e+00,-1.718842745677600092e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,27,28,1.910544925334037997e-02,1.910544925334037997e-02,-1.718842745677600092e+00,-1.718842745677600092e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,28,29,1.910544925334037997e-02,1.910544925334037997e-02,-1.718842745677600092e+00,-1.718842745677600092e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,29,30,1.910544925334037997e-02,1.910544925334037997e-02,-1.718842745677600092e+00,-1.718842745677600092e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
