method,from_iteration,to_iteration,error_before,error_after,log10_error_before,log10_error_after,absolute_gain,relative_gain,log10_gain
CPG,16,17,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CPG,17,18,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CPG,18,19,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CPG,19,20,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CPG,20,21,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CPG,21,22,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CPG,22,23,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CPG,23,24,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CPG,24,25,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CPG,25,26,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CPG,26,27,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CPG,27,28,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CPG,28,29,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CPG,29,30,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,1,2,1.349171070581486054e-01,7.982893224656394116e-02,-8.699329796837877993e-01,-1.097839679604390772e+00,5.508817481158466423e-02,4.083112661750294969e-01,2.279066999206029731e-01
Angular Defect Greedy,2,3,7.982893224656394116e-02,7.982893224656394116e-02,-1.097839679604390772e+00,-1.097839679604390772e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,3,4,7.982893224656394116e-02,7.982893224656394116e-02,-1.097839679604390772e+00,-1.097839679604390772e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,4,5,7.982893224656394116e-02,7.982893224656394116e-02,-1.097839679604390772e+00,-1.097839679604390772e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,5,6,7.982893224656394116e-02,7.982893224656394116e-02,-1.097839679604390772e+00,-1.097839679604390772e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,6,7,7.982893224656394116e-02,7.981396050132009978e-02,-1.097839679604390772e+00,-1.097921138243118877e+00,1.497174524384137229e-05,1.875478579319942850e-04,8.145863872810465978e-05
Angular Defect Greedy,7,8,7.981396050132009978e-02,7.981396050132009978e-02,-1.097921138243118877e+00,-1.097921138243118877e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,8,9,7.981396050132009978e-02,7.981396050132009978e-02,-1.097921138243118877e+00,-1.097921138243118877e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,9,10,7.981396050132009978e-02,7.101093372299395468e-02,-1.097921138243118877e+00,-1.148674776774183171e+00,8.803026778326145108e-03,1.102943234871867489e-01,5.075363853106429346e-02
Angular Defect Greedy,10,11,7.101093372299395468e-02,7.101093372299395468e-02,-1.148674776774183171e+00,-1.148674776774183171e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,11,12,7.101093372299395468e-02,7.101093372299395468e-02,-1.148674776774183171e+00,-1.148674776774183171e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,12,13,7.101093372299395468e-02,7.101093372299395468e-02,-1.148674776774183171e+00,-1.148674776774183171e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,13,14,7.101093372299395468e-02,6.745815247752071087e-02,-1.148674776774183171e+00,-1.170965557303433879e+00,3.552781245473243810e-03,5.003146782060721720e-02,2.229078052925070885e-02
Angular Defect Greedy,14,15,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,15,16,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,16,17,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,17,18,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,18,19,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,19,20,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,20,21,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,21,22,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,22,23,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,23,24,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,24,25,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,25,26,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,26,27,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,27,28,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,28,29,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
Angular Defect Greedy,29,30,6.745815247752071087e-02,6.745815247752071087e-02,-1.170965557303433879e+00,-1.170965557303433879e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
